method,dataset,point_group,molecule,sigma,n_total,n_crashed,n_valid,crash_rate,mean_emd,median_emd,mean_theta_deg,median_theta_deg,flip_rate
ours,qm-sym,C2h,qmsym_QM_sym_xyz_2.tar_QM_sym_059885.xyz,0.003,15.0,0.0,15.0,0.0,0.004640361849817495,0.004537632570981371,0.02132591023785714,0.020056169045175,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_2.tar_QM_sym_059885.xyz,0.01,15.0,0.0,15.0,0.0,0.015467075238414904,0.015128968834224259,0.07091869845720454,0.06724778236343919,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_2.tar_QM_sym_059885.xyz,0.03,15.0,0.0,15.0,0.0,0.046394986069684126,0.0454188265965996,0.21137466958589002,0.20506856404969415,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_2.tar_QM_sym_059885.xyz,0.1,15.0,0.0,15.0,0.0,0.1545998683583392,0.15183460268832122,0.6901866835948754,0.7201354066817383,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_2.tar_QM_sym_064226.xyz,0.0,15.0,0.0,15.0,0.0,6.305768539667228e-15,5.241978915301115e-15,2.1991520392517374e-07,0.0,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_2.tar_QM_sym_064226.xyz,0.0001,15.0,0.0,15.0,0.0,0.00017170449346582447,0.00016304051195134965,0.0029184214877851795,0.0026683536734629972,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_2.tar_QM_sym_064226.xyz,0.001,15.0,0.0,15.0,0.0,0.0017170931801745808,0.001630283022352501,0.02918597745148938,0.026671161455768488,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_2.tar_QM_sym_064226.xyz,0.003,15.0,0.0,15.0,0.0,0.005151602770944103,0.004890032756669118,0.08756973674355364,0.07993070825860582,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_2.tar_QM_sym_064226.xyz,0.01,15.0,0.0,15.0,0.0,0.017175838232585505,0.016290502849134265,0.29203835846220855,0.2654605448662535,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_2.tar_QM_sym_064226.xyz,0.03,15.0,0.0,15.0,0.0,0.051561834463272796,0.04878716360217592,0.8773474836118991,0.7877896102281805,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_2.tar_QM_sym_064226.xyz,0.1,15.0,0.0,15.0,0.0,0.2615924899614155,0.16705513081754683,8.876920930679495,3.0744651406688015,0.26666666666666666
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_067247.xyz,0.0,15.0,0.0,15.0,0.0,3.2083287106175803e-15,2.737597129477692e-15,2.7482558879697697e-07,0.0,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_067247.xyz,0.0001,15.0,0.0,15.0,0.0,0.0001575586671010369,0.00015830944046505967,0.0011933198340074679,0.001288053301552967,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_067247.xyz,0.001,15.0,0.0,15.0,0.0,0.0015755736678714142,0.0015831020993759427,0.011929537013403551,0.012880396769187032,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_067247.xyz,0.003,15.0,0.0,15.0,0.0,0.0047266345552462235,0.004749358009809775,0.03576422552914994,0.038640105750857974,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_067247.xyz,0.01,15.0,0.0,15.0,0.0,0.015754448561366284,0.01583181182179303,0.11893034020591049,0.12878274145360874,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_067247.xyz,0.03,15.0,0.0,15.0,0.0,0.04725499236413678,0.047501140383184266,0.3543786266585597,0.38607011126549395,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_067247.xyz,0.1,15.0,0.0,15.0,0.0,0.15742733540629647,0.1584215496812416,1.1543285856248968,1.278780757526548,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_076696.xyz,0.0,15.0,0.0,15.0,0.0,5.145163084917159e-15,5.970636349855777e-15,3.5532014011202584e-07,0.0,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_076696.xyz,0.0001,15.0,0.0,15.0,0.0,0.00015974038481338448,0.00015945592498953595,0.0012285830867625753,0.0014090136654932568,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_076696.xyz,0.001,15.0,0.0,15.0,0.0,0.0015973984086329227,0.0015945478840284886,0.012285529904179852,0.014089628038971609,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_076696.xyz,0.003,15.0,0.0,15.0,0.0,0.0047921600353515005,0.004783567778428085,0.03685465772379818,0.04226533202661552,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_076696.xyz,0.01,15.0,0.0,15.0,0.0,0.015973495043276997,0.015944337118912338,0.12282836805795742,0.14083493342420494,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_076696.xyz,0.03,15.0,0.0,15.0,0.0,0.047918296210583806,0.04782530401297084,0.3683630686310091,0.4218691998399042,0.0
ours,qm-sym,C2h,qmsym_QM_sym_xyz_3.tar_QM_sym_076696.xyz,0.1,15.0,0.0,15.0,0.0,0.1597415757325989,0.15932501384187941,1.2287282838868026,1.3579736993643174,0.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_3.tar_QM_sym_103865.xyz,0.0,15.0,0.0,15.0,0.0,1.9756849281176285e-15,1.4876942107441382e-15,2.4148365394514666e-07,0.0,0.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_3.tar_QM_sym_103865.xyz,0.0001,15.0,0.0,15.0,0.0,4.705043976747496,4.887288120085688,27.540227214703755,24.33209507438603,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_3.tar_QM_sym_103865.xyz,0.001,15.0,0.0,15.0,0.0,4.704147104276548,4.883894126795462,27.132419701522792,24.34606449621565,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_3.tar_QM_sym_103865.xyz,0.003,15.0,0.0,15.0,0.0,4.704217168680276,4.884265623914247,26.766035918021284,24.348519409039444,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_3.tar_QM_sym_103865.xyz,0.01,15.0,0.0,15.0,0.0,4.704674295290731,4.8864389463780835,27.323939464762137,24.35398646959386,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_3.tar_QM_sym_103865.xyz,0.03,15.0,0.0,15.0,0.0,4.705729417088187,4.892387674923864,25.875921360382065,19.80108317095829,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_3.tar_QM_sym_103865.xyz,0.1,15.0,0.0,15.0,0.0,4.70877568838182,4.900102663124383,27.403591150874085,26.232401302604192,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_115831.xyz,0.0,15.0,0.0,15.0,0.0,3.72128633676638e-15,3.822277537739253e-15,4.0247275657524445e-07,0.0,0.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_115831.xyz,0.0001,15.0,0.0,15.0,0.0,4.269326396739823,4.230217215685584,27.45512104804107,24.006507280617665,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_115831.xyz,0.001,15.0,0.0,15.0,0.0,4.269276350757702,4.231649603025236,27.448897342939876,24.02205132944453,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_115831.xyz,0.003,15.0,0.0,15.0,0.0,4.269506894430181,4.231918246036395,27.446168620016177,24.02462610409378,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_115831.xyz,0.01,15.0,0.0,15.0,0.0,4.270326127382166,4.232276206029553,27.31391741515575,24.03013955041414,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_115831.xyz,0.03,15.0,0.0,15.0,0.0,4.272459070741893,4.233308055412825,26.193309374539428,26.4896724469306,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_115831.xyz,0.1,15.0,0.0,15.0,0.0,4.384777667492115,4.33065527610502,24.01907841254754,25.991452017218734,0.8666666666666667
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_125584.xyz,0.0,15.0,0.0,15.0,0.0,1.5455522236185677e-15,1.4830540834579672e-15,4.69156626278905e-07,0.0,0.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_125584.xyz,0.0001,15.0,0.0,15.0,0.0,4.360209571374528,4.59277277064734,53.95066771114078,62.4556739724477,0.9333333333333333
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_125584.xyz,0.001,15.0,0.0,15.0,0.0,4.664361144921147,4.593412659748792,54.50432914818183,59.49114999853781,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_125584.xyz,0.003,15.0,0.0,15.0,0.0,4.663935412490245,4.594062450465548,54.49926990706656,59.485258318659,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_125584.xyz,0.01,15.0,0.0,15.0,0.0,4.663257313136762,4.596270179574004,54.48555798163982,59.465779817808766,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_125584.xyz,0.03,15.0,0.0,15.0,0.0,4.661678504362673,4.602706846734017,55.27038926094795,59.411042207473145,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_125584.xyz,0.1,15.0,0.0,15.0,0.0,4.659973306085747,4.624691786588753,59.552369307954585,63.32255354320496,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_126234.xyz,0.0,15.0,0.0,15.0,0.0,2.5041214519983455e-15,2.513952397568231e-15,0.0,0.0,0.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_126234.xyz,0.0001,15.0,0.0,15.0,0.0,4.6847122838622,4.598779162623184,66.67608192960346,70.25095070539284,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_126234.xyz,0.001,15.0,0.0,15.0,0.0,4.684740861845514,4.598459770412439,66.3721868402964,70.23937593937319,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_126234.xyz,0.003,15.0,0.0,15.0,0.0,4.68488659145191,4.5982816238889255,66.37301094764453,70.23761239577247,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_126234.xyz,0.01,15.0,0.0,15.0,0.0,4.685413986836168,4.597742180373325,66.78525149561838,70.23391617328299,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_126234.xyz,0.03,15.0,0.0,15.0,0.0,4.687093776368751,4.596446507690567,67.08570836643064,72.02792959599887,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_4.tar_QM_sym_126234.xyz,0.1,15.0,0.0,15.0,0.0,4.695351081630913,4.586938990418065,67.48294083900912,69.67119255646627,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_5.tar_QM_sym_139713.xyz,0.0,15.0,0.0,15.0,0.0,1.4322771109280471e-15,1.3215323941964787e-15,8.578187012427612e-07,1.2074182697257333e-06,0.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_5.tar_QM_sym_139713.xyz,0.0001,15.0,0.0,15.0,0.0,4.255131568392213,4.361647754325365,48.06718340378753,48.728693859206984,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_5.tar_QM_sym_139713.xyz,0.001,15.0,0.0,15.0,0.0,4.255058696316173,4.361569290547079,48.06188202217407,48.72554394195082,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_5.tar_QM_sym_139713.xyz,0.003,15.0,0.0,15.0,0.0,4.25509650702699,4.361676641105357,48.0587693711656,48.72748964917561,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_5.tar_QM_sym_139713.xyz,0.01,15.0,0.0,15.0,0.0,4.255263219741477,4.362098617437816,48.08652702587823,48.73529218893407,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_5.tar_QM_sym_139713.xyz,0.03,15.0,0.0,15.0,0.0,4.25564881547903,4.363445225165419,46.95643126423318,48.75804947071123,1.0
ours,qm-sym,C3h,qmsym_QM_sym_xyz_5.tar_QM_sym_139713.xyz,0.1,15.0,0.0,15.0,0.0,4.258909571761839,4.3623000141053945,45.94896742126698,49.04332050838403,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_201346.xyz,0.0,15.0,0.0,15.0,0.0,1.5025271325982557e-15,1.633121517891845e-15,0.0,0.0,0.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_201346.xyz,0.0001,15.0,0.0,15.0,0.0,3.789459924095016,3.794463127399331,43.583878702115506,46.408149921592596,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_201346.xyz,0.001,15.0,0.0,15.0,0.0,3.78946395023202,3.7944053711513868,43.5840633738836,46.41548133087112,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_201346.xyz,0.003,15.0,0.0,15.0,0.0,3.789479389176995,3.7942799173033013,43.27095527646323,46.431777776404765,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_201346.xyz,0.01,15.0,0.0,15.0,0.0,3.7894718867778363,3.7938722450471554,42.91069135376041,46.00328912959614,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_201346.xyz,0.03,15.0,0.0,15.0,0.0,3.789403687558878,3.7928182986993018,42.32453352295723,46.12159892835659,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_201346.xyz,0.1,15.0,0.0,15.0,0.0,3.7882903325078496,3.7917731516983677,42.048607670446096,45.94444131788556,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_208927.xyz,0.0,15.0,0.0,15.0,0.0,2.542339852853365e-15,2.2145183863725626e-15,4.3581469142707476e-07,0.0,0.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_208927.xyz,0.0001,15.0,0.0,15.0,0.0,4.1692257628233715,4.162374442686798,42.17516647893351,47.34647911861417,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_208927.xyz,0.001,15.0,0.0,15.0,0.0,4.169281171901864,4.1625246945257315,42.411050222926974,47.67033325411046,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_208927.xyz,0.003,15.0,0.0,15.0,0.0,4.1693844024186975,4.162817077344116,42.54413707904527,46.958877815127224,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_208927.xyz,0.01,15.0,0.0,15.0,0.0,4.169638603105015,4.163623657271346,42.700066379877214,46.15135174628754,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_208927.xyz,0.03,15.0,0.0,15.0,0.0,4.170190092993659,4.1656923081475545,43.03092619825329,46.109249695105284,1.0
ours,qm-sym,C4h,qmsym_QM_sym_xyz_5.tar_QM_sym_208927.xyz,0.1,15.0,0.0,15.0,0.0,4.173470352693699,4.173290660789253,42.77735403734213,46.21792298562037,1.0
ours,qm9,C*v,qm9_23,0.0,15.0,0.0,15.0,0.0,4.3447424802922515e-16,3.922143702898354e-16,60.0,90.0,0.6666666666666666
ours,qm9,C*v,qm9_23,0.0001,15.0,0.0,15.0,0.0,0.9121311088950523,0.0001736403041131334,93.94915686197425,90.0,0.8
ours,qm9,C*v,qm9_23,0.001,15.0,0.0,15.0,0.0,0.912846617400512,0.0017364421112497092,95.99605421572264,90.00000000000007,0.8
ours,qm9,C*v,qm9_23,0.003,15.0,0.0,15.0,0.0,1.1745008201435465,1.9537054882637794,84.99559731339225,90.00000000000189,0.7333333333333333
ours,qm9,C*v,qm9_23,0.01,15.0,0.0,15.0,0.0,1.439522484136204,1.9573073999877142,107.91906390084851,90.00000000110413,0.8666666666666667
ours,qm9,C*v,qm9_23,0.03,15.0,0.0,15.0,0.0,1.454962689062458,1.9652576049198953,119.5291449831289,178.37095958404703,0.8
ours,qm9,C*v,qm9_23,0.1,15.0,0.0,15.0,0.0,1.513136487751719,1.9963359462040273,112.80395520420335,90.00000307214768,0.8666666666666667
ours,qm9,C1,qm9_106305,0.0,15.0,0.0,15.0,0.0,1.3530924671629937e-15,1.1398867629714336e-15,5.163092427421237e-07,0.0,0.0
ours,qm9,C1,qm9_106305,0.0001,15.0,0.0,15.0,0.0,0.00020292231750201846,0.00019956643695470731,0.003694666792583091,0.0035234207098758306,0.0
ours,qm9,C1,qm9_106305,0.001,15.0,0.0,15.0,0.0,0.002029259213160988,0.0019947101058692697,0.03694416147053068,0.035238548493159105,0.0
ours,qm9,C1,qm9_106305,0.003,15.0,0.0,15.0,0.0,0.006088037222143686,0.00597783715056965,0.11081643846901405,0.10574442824425762,0.0
ours,qm9,C1,qm9_106305,0.01,15.0,0.0,15.0,0.0,0.020297191346484438,0.019855151208587354,0.36922516872874045,0.35281071109799467,0.0
ours,qm9,C1,qm9_106305,0.03,15.0,0.0,15.0,0.0,0.0609422791540083,0.05901775889881716,1.1069192812005726,1.0610828499093403,0.0
ours,qm9,C1,qm9_106305,0.1,15.0,0.0,15.0,0.0,0.4647335876517824,0.25513696404637787,5.347544313650237,5.75580485513218,0.5333333333333333
ours,qm9,C1,qm9_112484,0.0,15.0,0.0,15.0,0.0,1.0430626108439358e-15,9.946725087678196e-16,4.2200400981568646e-07,0.0,0.0
ours,qm9,C1,qm9_112484,0.0001,15.0,0.0,15.0,0.0,0.00016556348669855716,0.00016471533818470058,0.0020663092428370605,0.0017924818599033688,0.0
ours,qm9,C1,qm9_112484,0.001,15.0,0.0,15.0,0.0,0.0016556774815857532,0.0016474488805816325,0.02066794433088137,0.017936212490853098,0.0
ours,qm9,C1,qm9_112484,0.003,15.0,0.0,15.0,0.0,0.004967315732174755,0.004944318229911461,0.06203622524437891,0.05388484229287814,0.0
ours,qm9,C1,qm9_112484,0.01,15.0,0.0,15.0,0.0,0.2814359845355672,0.017127062673560477,1.2992769462753948,0.1890757812801634,0.13333333333333333
ours,qm9,C1,qm9_112484,0.03,15.0,0.0,15.0,0.0,0.696285106646112,0.05142171754472693,3.0351640412980285,0.7837354277261941,0.3333333333333333
ours,qm9,C1,qm9_112484,0.1,15.0,0.0,15.0,0.0,1.1309850447866152,1.9236835820191294,6.836365190420704,3.8514376099606715,0.4666666666666667
ours,qm9,C1,qm9_127560,0.0,15.0,0.0,15.0,0.0,8.513346758384436e-16,8.087445712665972e-16,1.1383648616687918e-07,0.0,0.0
ours,qm9,C1,qm9_127560,0.0001,15.0,0.0,15.0,0.0,0.0001736514939545437,0.00015924860270533734,0.002510762025992138,0.001796295926369331,0.0
ours,qm9,C1,qm9_127560,0.001,15.0,0.0,15.0,0.0,0.001736133912224421,0.0015926339002985453,0.02509383691859501,0.017965574054156615,0.0
ours,qm9,C1,qm9_127560,0.003,15.0,0.0,15.0,0.0,0.0052058638274649705,0.004778890087825482,0.07518978392022084,0.05391436703662209,0.0
ours,qm9,C1,qm9_127560,0.01,15.0,0.0,15.0,0.0,0.017323356139009868,0.01594125633110136,0.24957130910668116,0.17992741386165007,0.0
ours,qm9,C1,qm9_127560,0.03,15.0,0.0,15.0,0.0,0.05171947222556144,0.047925641907346946,0.7398593984360453,0.5417774205988468,0.0
ours,qm9,C1,qm9_127560,0.1,15.0,0.0,15.0,0.0,0.16960568424352618,0.16027304794463815,2.3731827307194306,1.834621029442008,0.06666666666666667
ours,qm9,C1,qm9_55091,0.0,15.0,0.0,15.0,0.0,9.6360055749288e-16,9.990242007878463e-16,4.69156626278905e-07,0.0,0.0
ours,qm9,C1,qm9_55091,0.0001,15.0,0.0,15.0,0.0,0.0001791832143798751,0.00017804521433745902,0.002916180154014207,0.002715108660008113,0.0
ours,qm9,C1,qm9_55091,0.001,15.0,0.0,15.0,0.0,0.0017916423367632449,0.0017801004915103625,0.02914871889801561,0.027224680837241777,0.0
ours,qm9,C1,qm9_55091,0.003,15.0,0.0,15.0,0.0,0.0053736729444931715,0.005337961580720211,0.08735976688525335,0.08216663952050174,0.0
ours,qm9,C1,qm9_55091,0.01,15.0,0.0,15.0,0.0,0.017898020575965033,0.017766066411534723,0.29022150820059706,0.27970702337727843,0.0
ours,qm9,C1,qm9_55091,0.03,15.0,0.0,15.0,0.0,0.05358253152809092,0.053427301793328344,0.8630477556478255,0.8908423100009155,0.0
ours,qm9,C1,qm9_55091,0.1,15.0,0.0,15.0,0.0,0.17769174022473874,0.18192235940323806,2.815855905584775,2.908075718441091,0.06666666666666667
ours,qm9,C1,qm9_6723,0.0,15.0,0.0,15.0,0.0,1.4945366582015121e-15,1.1632297459310438e-15,3.081675236488073e-07,0.0,0.0
ours,qm9,C1,qm9_6723,0.0001,15.0,0.0,15.0,0.0,0.00016446289253306296,0.00016183596306348788,0.0024929276421043847,0.002348637418163683,0.0
ours,qm9,C1,qm9_6723,0.001,15.0,0.0,15.0,0.0,0.0016446778144494723,0.0016183705139754898,0.024932702046808985,0.02352077613201533,0.0
ours,qm9,C1,qm9_6723,0.003,15.0,0.0,15.0,0.0,0.004934380038614612,0.004855187505511212,0.0748222851915625,0.07079283232906874,0.0
ours,qm9,C1,qm9_6723,0.01,15.0,0.0,15.0,0.0,0.0164527344143906,0.016184967529814884,0.24973768146356237,0.23870815429637063,0.0
ours,qm9,C1,qm9_6723,0.03,15.0,0.0,15.0,0.0,0.04941953401418458,0.048566675001548494,0.7532655180229649,0.7406985079466015,0.0
ours,qm9,C1,qm9_6723,0.1,15.0,0.0,15.0,0.0,0.3263307741431482,0.16214076503020336,2.6933860064128496,2.1399663469471837,0.13333333333333333
ours,qm9,C1,qm9_81347,0.0,15.0,0.0,15.0,0.0,1.7833134406646705e-15,1.989018691860983e-15,6.301457289090028e-07,0.0,0.0
ours,qm9,C1,qm9_81347,0.0001,15.0,0.0,15.0,0.0,0.0002462888611790826,0.00024030188202022162,0.0061281808337707595,0.005524761548630269,0.0
ours,qm9,C1,qm9_81347,0.001,15.0,0.0,15.0,0.0,0.002462717702768876,0.0024032226413146867,0.06128012498717959,0.05522748974702677,0.0
ours,qm9,C1,qm9_81347,0.003,15.0,0.0,15.0,0.0,0.007387033803314719,0.007211031807600691,0.1838299030436739,0.16554685038104866,0.0
ours,qm9,C1,qm9_81347,0.01,15.0,0.0,15.0,0.0,0.09531686500476069,0.02405286370982676,0.9149695361849298,0.5501888217150531,0.06666666666666667
ours,qm9,C1,qm9_81347,0.03,15.0,0.0,15.0,0.0,0.20884237984764406,0.07710960254217031,2.349586754850443,1.8151103645901578,0.06666666666666667
ours,qm9,C1,qm9_81347,0.1,15.0,0.0,15.0,0.0,0.5983773909110613,0.3336204381859859,9.717386473891771,6.674348208361416,0.7333333333333333
ours,qm9,C1,qm9_83986,0.0,15.0,0.0,15.0,0.0,1.9418621670123893e-15,2.0010424193275973e-15,2.4148365394514666e-07,0.0,0.0
ours,qm9,C1,qm9_83986,0.0001,15.0,0.0,15.0,0.0,0.00018752004827275623,0.00018823565771309067,0.00413433682650521,0.0041195940032147365,0.0
ours,qm9,C1,qm9_83986,0.001,15.0,0.0,15.0,0.0,0.0018753337553511146,0.0018829819299282032,0.041354037714197586,0.041243182340245065,0.0
ours,qm9,C1,qm9_83986,0.003,15.0,0.0,15.0,0.0,0.005626896634793725,0.00565311085640419,0.12413352170029149,0.12404443762754062,0.0
ours,qm9,C1,qm9_83986,0.01,15.0,0.0,15.0,0.0,0.018767013495732073,0.018892132720716485,0.4146214235841852,0.41715316830173677,0.0
ours,qm9,C1,qm9_83986,0.03,15.0,0.0,15.0,0.0,0.05639868497997614,0.05708581223192768,1.2513249151708266,1.282812767396653,0.0
ours,qm9,C1,qm9_83986,0.1,15.0,0.0,15.0,0.0,0.1893223418480471,0.18792559771220976,4.264450377100683,4.267429094943063,0.2
ours,qm9,C1,qm9_96042,0.0,15.0,0.0,15.0,0.0,2.7791279294758215e-15,2.777078265461464e-15,4.0247275657524445e-07,0.0,0.0
ours,qm9,C1,qm9_96042,0.0001,15.0,0.0,15.0,0.0,0.0001790464449884112,0.00018089349598050353,0.0035844631024175197,0.0026883996797545553,0.0
ours,qm9,C1,qm9_96042,0.001,15.0,0.0,15.0,0.0,0.0017907614377967404,0.0018085980712615917,0.035860829661675094,0.026893223016900544,0.0
ours,qm9,C1,qm9_96042,0.003,15.0,0.0,15.0,0.0,0.005374270643709221,0.005423557917833144,0.10769087596826094,0.0807413821944028,0.0
ours,qm9,C1,qm9_96042,0.01,15.0,0.0,15.0,0.0,0.017937629635086733,0.018052783319587744,0.3602483943730809,0.26986565050873307,0.0
ours,qm9,C1,qm9_96042,0.03,15.0,0.0,15.0,0.0,0.05401800777079324,0.05390123980160681,1.092007729059102,0.8160345158726336,0.0
ours,qm9,C1,qm9_96042,0.1,15.0,0.0,15.0,0.0,0.48003466128044386,0.2232158382445551,4.532783569952972,3.9919103401436855,0.26666666666666666
ours,qm9,C2,qm9_10509,0.0,15.0,0.0,15.0,0.0,1.1983879331118254e-15,1.21150722136572e-15,5.163092427421237e-07,0.0,0.0
ours,qm9,C2,qm9_10509,0.0001,15.0,0.0,15.0,0.0,0.00017187957817766086,0.00016892471483932457,0.00282283519745241,0.0027663638996275846,0.0
ours,qm9,C2,qm9_10509,0.001,15.0,0.0,15.0,0.0,0.0016298008519115535,0.0016016393484879962,0.0279337814590422,0.027657845140035848,0.0
ours,qm9,C2,qm9_10509,0.003,15.0,0.0,15.0,0.0,0.004889797023036028,0.004806555089632603,0.08391858984981578,0.08286762122041066,0.0
ours,qm9,C2,qm9_10509,0.01,15.0,0.0,15.0,0.0,0.016301617326153282,0.01604111435893039,0.2796131052595464,0.2750478857669618,0.0
ours,qm9,C2,qm9_10509,0.03,15.0,0.0,15.0,0.0,0.048904543188704505,0.048007975843300195,0.83683153174793,0.8147372013689224,0.0
ours,qm9,C2,qm9_10509,0.1,15.0,0.0,15.0,0.0,0.1632604861170832,0.15720234760179655,2.784773723933909,2.603985507133207,0.0
ours,qm9,C2,qm9_18469,0.0,15.0,0.0,15.0,0.0,5.264086642269199e-15,5.099412926243364e-15,1.609891026300978e-07,0.0,0.0
ours,qm9,C2,qm9_18469,0.0001,15.0,0.0,15.0,0.0,0.0007877440588875299,0.0008301822301272634,0.0269152159642713,0.0293102623541393,0.0
ours,qm9,C2,qm9_18469,0.001,15.0,0.0,15.0,0.0,0.00668947395108456,0.00461752497686994,0.22717166618195542,0.16123754977129054,0.0
ours,qm9,C2,qm9_18469,0.003,15.0,0.0,15.0,0.0,0.01985146490503589,0.013719992987567046,0.6741275662454351,0.4689265920752659,0.0
ours,qm9,C2,qm9_18469,0.01,15.0,0.0,15.0,0.0,0.1407048512349185,0.04658660093033276,2.214769389451851,1.557244922205896,0.0
ours,qm9,C2,qm9_18469,0.03,15.0,0.0,15.0,0.0,0.41106556559237134,0.28797365405713404,6.8582160835872035,4.789109440394195,0.4
ours,qm9,C2,qm9_18469,0.1,15.0,0.0,15.0,0.0,0.7752975087445075,0.9002455677646879,18.08536198570757,16.93381159771893,1.0
ours,qm9,C2,qm9_4846,0.0,15.0,0.0,15.0,0.0,2.6644781879060987e-15,2.5482850080057596e-15,1.9433103748192807e-07,0.0,0.0
