method,dataset,point_group,molecule,sigma,n_total,n_crashed,n_valid,crash_rate,mean_emd,median_emd,mean_theta_deg,median_theta_deg,flip_rate
ours_wwv,qm9,C1,qm9_55091,0.03,15.0,0.0,15.0,0.0,0.1254100681740343,0.12566068381868348,4.14579678620771,3.6850348544044884,0.26666666666666666
ours_wwv,qm9,C1,qm9_55091,0.1,15.0,0.0,15.0,0.0,0.8076960535933573,0.447515583454178,19.452934201471102,15.570764708374902,0.9333333333333333
ours_wwv,qm9,C1,qm9_6723,0.0,15.0,0.0,15.0,0.0,2.675389598596749e-15,2.6466142652798435e-15,0.0,0.0,0.0
ours_wwv,qm9,C1,qm9_6723,0.0001,15.0,0.0,15.0,0.0,0.0007740292631014986,0.0006676883058485171,0.020943644200892616,0.0181001406772924,0.0
ours_wwv,qm9,C1,qm9_6723,0.001,15.0,0.0,15.0,0.0,0.007743413815222888,0.006673145813692851,0.20954463007941085,0.18068145599578003,0.0
ours_wwv,qm9,C1,qm9_6723,0.003,15.0,0.0,15.0,0.0,0.02325098639817772,0.01999401348373119,0.6293642368475224,0.5393671359216782,0.0
ours_wwv,qm9,C1,qm9_6723,0.01,15.0,0.0,15.0,0.0,0.19835739473286174,0.06633189048108593,4.298343999726778,1.7670869161370812,0.13333333333333333
ours_wwv,qm9,C1,qm9_6723,0.03,15.0,0.0,15.0,0.0,0.9069893086611505,0.313590687422902,17.404781184576418,8.937711856051635,0.8
ours_wwv,qm9,C1,qm9_6723,0.1,15.0,0.0,15.0,0.0,0.756284704223927,0.6019930964966554,17.13347540850663,16.68478941051726,1.0
ours_wwv,qm9,C1,qm9_81347,0.0,15.0,0.0,15.0,0.0,2.2489185010057047e-15,2.193700537252845e-15,8.029083163709579e-07,1.2074182697257333e-06,0.0
ours_wwv,qm9,C1,qm9_81347,0.0001,15.0,0.0,15.0,0.0,0.0013898090845620035,0.0011672878595863053,0.051539841533250884,0.043304809307885814,0.0
ours_wwv,qm9,C1,qm9_81347,0.001,15.0,0.0,15.0,0.0,0.013889293992838779,0.011702938350122968,0.5150780006651647,0.4342474904659948,0.0
ours_wwv,qm9,C1,qm9_81347,0.003,15.0,0.0,15.0,0.0,0.1556398861200426,0.03530686892364511,2.513107366421754,1.3106692696214701,0.13333333333333333
ours_wwv,qm9,C1,qm9_81347,0.01,15.0,0.0,15.0,0.0,0.360711167696304,0.14092363376184924,7.027454791027311,5.216539211168537,0.5333333333333333
ours_wwv,qm9,C1,qm9_81347,0.03,15.0,0.0,15.0,0.0,0.6040639101248834,0.536033260467719,15.291286621482477,13.634108985300871,0.8666666666666667
ours_wwv,qm9,C1,qm9_81347,0.1,15.0,0.0,15.0,0.0,1.086103593499183,1.1919415988919264,17.7590212603587,16.175327976463425,1.0
ours_wwv,qm9,C1,qm9_83986,0.0,15.0,0.0,15.0,0.0,8.605973201535478e-16,8.035599315316583e-16,5.496511775939539e-07,0.0,0.0
ours_wwv,qm9,C1,qm9_83986,0.0001,15.0,0.0,15.0,0.0,0.0006612186057023433,0.0007407335291562927,0.021168767320796065,0.0238354129456219,0.0
ours_wwv,qm9,C1,qm9_83986,0.001,15.0,0.0,15.0,0.0,0.006605176311021435,0.007427849826584798,0.2114447143806066,0.23905531309622788,0.0
ours_wwv,qm9,C1,qm9_83986,0.003,15.0,0.0,15.0,0.0,0.019769407697059104,0.022420981178697993,0.6327388526951848,0.7137640662066201,0.0
ours_wwv,qm9,C1,qm9_83986,0.01,15.0,0.0,15.0,0.0,0.06538291964930708,0.07370323161487584,2.09142466869315,2.338532743626098,0.0
ours_wwv,qm9,C1,qm9_83986,0.03,15.0,0.0,15.0,0.0,0.28950300055336875,0.21905166942108104,7.35797281826274,7.062267429827502,0.6666666666666666
ours_wwv,qm9,C1,qm9_83986,0.1,15.0,0.0,15.0,0.0,0.9782487561256802,0.8305669697726878,21.488251498417988,20.459460986741437,0.9333333333333333
ours_wwv,qm9,C1,qm9_96042,0.0,15.0,0.0,15.0,0.0,2.3921695060470835e-15,2.234774201950761e-15,2.4148365394514666e-07,0.0,0.0
ours_wwv,qm9,C1,qm9_96042,0.0001,15.0,0.0,15.0,0.0,0.0011241321179862956,0.0008373229648457752,0.024628314079993587,0.018755697212731445,0.0
ours_wwv,qm9,C1,qm9_96042,0.001,15.0,0.0,15.0,0.0,0.011252709906619975,0.008381018524476303,0.2465217123008952,0.18684365802000114,0.0
ours_wwv,qm9,C1,qm9_96042,0.003,15.0,0.0,15.0,0.0,0.03383491718837998,0.025194568471640297,0.7411793972882326,0.5558732990231976,0.0
ours_wwv,qm9,C1,qm9_96042,0.01,15.0,0.0,15.0,0.0,0.24446901708925617,0.08456731088624082,4.082117787136763,1.8018140606903414,0.06666666666666667
ours_wwv,qm9,C1,qm9_96042,0.03,15.0,0.0,15.0,0.0,0.920804890831958,0.5055199931399614,12.169300137315357,10.84002893251839,0.6666666666666666
ours_wwv,qm9,C1,qm9_96042,0.1,15.0,0.0,15.0,0.0,1.7351148866255814,2.2465306786172348,22.380894039550995,20.76021561385098,0.8666666666666667
ours_wwv,qm9,C2,qm9_10509,0.0,15.0,0.0,15.0,0.0,4.8779579849156095e-14,4.8341877779815266e-14,1.609891026300978e-07,0.0,0.0
ours_wwv,qm9,C2,qm9_10509,0.0001,15.0,0.0,15.0,0.0,0.010561071540754053,0.008941548272987552,0.5531858883225824,0.46871179459105006,0.0
ours_wwv,qm9,C2,qm9_10509,0.001,15.0,0.0,15.0,0.0,0.08607145891083534,0.08190906285708004,4.505323987515632,4.298106897682628,0.3333333333333333
ours_wwv,qm9,C2,qm9_10509,0.003,15.0,0.0,15.0,0.0,0.25466919128620197,0.24758795034928746,13.376973077163374,13.015304443473465,0.8666666666666667
ours_wwv,qm9,C2,qm9_10509,0.01,15.0,0.0,15.0,0.0,0.8702448614365743,0.8145627678118342,62.84497446367959,90.00003223116761,0.9333333333333333
ours_wwv,qm9,C2,qm9_10509,0.03,15.0,0.0,15.0,0.0,0.9664643065095364,0.9920444393869968,61.71903790953822,90.00003741949138,1.0
ours_wwv,qm9,C2,qm9_10509,0.1,15.0,0.0,15.0,0.0,1.4345693191348032,1.4225333492148895,66.13103722750482,65.50486715064247,1.0
ours_wwv,qm9,C2,qm9_18469,0.0,15.0,0.0,15.0,0.0,3.080476763172498e-14,3.3531581788775004e-14,3.5532014011202584e-07,0.0,0.0
ours_wwv,qm9,C2,qm9_18469,0.0001,15.0,0.0,15.0,0.0,0.22429753100664124,0.012120616635915567,4.921357694018233,0.5070085346968279,0.26666666666666666
ours_wwv,qm9,C2,qm9_18469,0.001,15.0,0.0,15.0,0.0,0.4923102493315126,0.8198288655957862,11.834180915879736,17.55917541563283,0.7333333333333333
ours_wwv,qm9,C2,qm9_18469,0.003,15.0,0.0,15.0,0.0,0.5799390086406767,0.7517986791182505,17.159529271285727,17.774328567143165,0.8
ours_wwv,qm9,C2,qm9_18469,0.01,15.0,0.0,15.0,0.0,0.8421888563327502,0.9641528960931232,15.8925361363916,12.628026188499993,1.0
ours_wwv,qm9,C2,qm9_18469,0.03,15.0,0.0,15.0,0.0,0.8737807023294597,0.9766599948607266,17.415737477701644,18.06729893137661,0.9333333333333333
ours_wwv,qm9,C2,qm9_18469,0.1,15.0,0.0,15.0,0.0,0.9552488481975568,1.07375710175644,18.522151243391548,11.467140411120813,0.9333333333333333
ours_wwv,qm9,C2,qm9_4846,0.0,15.0,0.0,15.0,0.0,6.710820818635932e-15,7.262067365034916e-15,8.167189979823463e-07,1.2074182697257333e-06,0.0
ours_wwv,qm9,C2,qm9_4846,0.0001,15.0,0.0,15.0,0.0,0.0035549322246132002,0.0032582855685037897,0.14156664133913183,0.12996534975675228,0.0
ours_wwv,qm9,C2,qm9_4846,0.001,15.0,0.0,15.0,0.0,0.03139177515146607,0.018243734403335723,1.2499212258092802,0.7312386441540808,0.0
ours_wwv,qm9,C2,qm9_4846,0.003,15.0,0.0,15.0,0.0,0.23215116394449314,0.05373678214256532,4.687192187400826,2.154363251284143,0.2
ours_wwv,qm9,C2,qm9_4846,0.01,15.0,0.0,15.0,0.0,0.9794863632667027,1.330604928447919,27.573995772982375,18.983683048563794,0.7333333333333333
ours_wwv,qm9,C2,qm9_4846,0.03,15.0,0.0,15.0,0.0,1.2015363471201426,1.3408157274689008,44.69363019295386,22.356064648220986,0.9333333333333333
ours_wwv,qm9,C2,qm9_4846,0.1,15.0,0.0,15.0,0.0,1.37733260570734,1.5353313729751266,71.95282784586547,90.00372141007949,1.0
ours_wwv,qm9,C2,qm9_6055,0.0,15.0,0.0,15.0,0.0,6.017539157255642e-14,6.621596781344588e-14,6.301457289090028e-07,0.0,0.0
ours_wwv,qm9,C2,qm9_6055,0.0001,15.0,0.0,15.0,0.0,0.27081109213937793,0.04866625801244954,4.644857998912082,1.6820808609863234,0.3333333333333333
ours_wwv,qm9,C2,qm9_6055,0.001,15.0,0.0,15.0,0.0,0.49604496895569183,0.5556618279353508,10.428799321238994,9.413909328450085,0.7333333333333333
ours_wwv,qm9,C2,qm9_6055,0.003,15.0,0.0,15.0,0.0,0.6327402889478464,0.7333908132890771,10.894555048819296,7.48359404796966,0.7333333333333333
ours_wwv,qm9,C2,qm9_6055,0.01,15.0,0.0,15.0,0.0,0.6862678707262383,0.7711924699309303,12.255909933564071,10.851952616111523,0.7333333333333333
ours_wwv,qm9,C2,qm9_6055,0.03,15.0,0.0,15.0,0.0,0.7122066105913767,0.8354027765372355,10.01770513582865,9.829041104896136,0.8666666666666667
ours_wwv,qm9,C2,qm9_6055,0.1,15.0,0.0,15.0,0.0,0.8497232043357872,0.9432763048219629,15.413440436664917,16.88955523218505,1.0
ours_wwv,qm9,C2,qm9_62453,0.0,15.0,0.0,15.0,0.0,9.487557042442713e-16,8.436546564845459e-16,5.496511775939539e-07,0.0,0.0
ours_wwv,qm9,C2,qm9_62453,0.0001,15.0,0.0,15.0,0.0,0.0005546272886864896,0.0005700778257775446,0.01516880476598234,0.0153314265800226,0.0
ours_wwv,qm9,C2,qm9_62453,0.001,15.0,0.0,15.0,0.0,0.00774343030054262,0.006330677461479948,0.21586702663611285,0.17456914697714868,0.0
ours_wwv,qm9,C2,qm9_62453,0.003,15.0,0.0,15.0,0.0,0.021677589165141828,0.019616648772832042,0.602331228457221,0.5469582572092573,0.0
ours_wwv,qm9,C2,qm9_62453,0.01,15.0,0.0,15.0,0.0,0.12038247676791188,0.0660235067100695,2.2532642159034837,1.8373948836879888,0.06666666666666667
ours_wwv,qm9,C2,qm9_62453,0.03,15.0,0.0,15.0,0.0,0.2954609784692185,0.22642262284988238,6.07115177120663,6.124835422023983,0.6666666666666666
ours_wwv,qm9,C2,qm9_62453,0.1,15.0,0.0,15.0,0.0,0.8267900030155633,0.8893767985274025,16.196011840834345,15.037479261861364,1.0
ours_wwv,qm9,C2,qm9_69891,0.0,15.0,0.0,15.0,0.0,9.741378434292173e-16,1.005042072929864e-15,4.475881762589321e-07,0.0,0.0
ours_wwv,qm9,C2,qm9_69891,0.0001,15.0,0.0,15.0,0.0,0.0007525642022855615,0.0007838242593950713,0.028836723366039343,0.03111499470973494,0.0
ours_wwv,qm9,C2,qm9_69891,0.001,15.0,0.0,15.0,0.0,0.0065256129485541,0.007235361699577917,0.24452986983260505,0.27682713344790943,0.0
ours_wwv,qm9,C2,qm9_69891,0.003,15.0,0.0,15.0,0.0,0.019308681373649,0.02083624256877495,0.7218494130519899,0.7939667453119997,0.0
ours_wwv,qm9,C2,qm9_69891,0.01,15.0,0.0,15.0,0.0,0.0640207167001249,0.06870943022515988,2.3919744057451227,2.6180246357082,0.0
ours_wwv,qm9,C2,qm9_69891,0.03,15.0,0.0,15.0,0.0,0.38470297056653885,0.20129936736621476,7.980245864872955,7.740851765140587,0.6666666666666666
ours_wwv,qm9,C2,qm9_69891,0.1,15.0,0.0,15.0,0.0,1.2729663101148547,1.3819484325536686,14.232723245628865,14.52884103246996,1.0
ours_wwv,qm9,C2,qm9_70446,0.0,15.0,0.0,15.0,0.0,4.437317310023317e-15,3.3011979851325283e-15,5.28082727573981e-07,0.0,0.0
ours_wwv,qm9,C2,qm9_70446,0.0001,15.0,0.0,15.0,0.0,0.42895360955224693,0.7998385435817642,0.16979082128689002,0.14771050362602683,0.0
ours_wwv,qm9,C2,qm9_70446,0.001,15.0,0.0,15.0,0.0,0.5066061667820397,0.8002207867182659,1.6506679419733195,1.6851034587619038,0.0
ours_wwv,qm9,C2,qm9_70446,0.003,15.0,0.0,15.0,0.0,0.564548013624412,0.801116640782835,5.1247204139315015,5.2026981713821145,0.5333333333333333
ours_wwv,qm9,C2,qm9_70446,0.01,15.0,0.0,15.0,0.0,0.8259575647670668,0.8652502342338361,10.818924161305235,9.304740278214377,0.7333333333333333
ours_wwv,qm9,C2,qm9_70446,0.03,15.0,0.0,15.0,0.0,1.018079502617695,1.0965883261541456,8.564437833168439,7.538876383640507,0.6666666666666666
ours_wwv,qm9,C2,qm9_70446,0.1,15.0,0.0,15.0,0.0,1.140388935914793,1.188337698491282,14.1394861342361,13.352243358370972,0.9333333333333333
ours_wwv,qm9,C2,qm9_76227,0.0,15.0,0.0,15.0,0.0,8.098114793224592e-15,8.730577277498504e-15,1.372090747205354e-06,1.7075472925031877e-06,0.0
ours_wwv,qm9,C2,qm9_76227,0.0001,15.0,0.0,15.0,0.0,0.004269530521304467,0.0035940601442957655,0.11397261860546691,0.09607597450210761,0.0
ours_wwv,qm9,C2,qm9_76227,0.001,15.0,0.0,15.0,0.0,0.04272131288692745,0.028335044837121976,1.144506719233696,0.7585457877315115,0.0
ours_wwv,qm9,C2,qm9_76227,0.003,15.0,0.0,15.0,0.0,0.12999258372392503,0.08657395663139344,2.1367862820848207,2.1183939108385483,0.0
ours_wwv,qm9,C2,qm9_76227,0.01,15.0,0.0,15.0,0.0,0.41541240311003563,0.3070104421811493,7.706060692115859,8.231907918347224,0.5333333333333333
ours_wwv,qm9,C2,qm9_76227,0.03,15.0,0.0,15.0,0.0,0.8618283458867151,1.0682511333406657,9.510810443666923,6.127348094164169,0.6666666666666666
ours_wwv,qm9,C2,qm9_76227,0.1,15.0,0.0,15.0,0.0,1.0850293082663591,1.1100905998634674,12.87793951991991,13.210573750236136,0.9333333333333333
ours_wwv,qm9,C2h,qm9_14466,0.0,15.0,0.0,15.0,0.0,2.673239519194802e-11,2.8804779186797505e-11,3.081675236488073e-07,0.0,0.0
ours_wwv,qm9,C2h,qm9_14466,0.0001,15.0,0.0,15.0,0.0,1.6043002766075987,1.4903492425303357,32.31305664693114,31.410699458820684,0.9333333333333333
ours_wwv,qm9,C2h,qm9_14466,0.001,15.0,0.0,15.0,0.0,1.7339990738312518,1.3560171823104799,36.589411241604765,36.56034147677975,0.9333333333333333
ours_wwv,qm9,C2h,qm9_14466,0.003,15.0,0.0,15.0,0.0,1.7400373178196709,1.3357709503186803,36.75593749748336,36.79532423562342,0.9333333333333333
ours_wwv,qm9,C2h,qm9_14466,0.01,15.0,0.0,15.0,0.0,1.882123882194118,1.6493318996377329,38.84384804807743,39.89893579166605,0.9333333333333333
ours_wwv,qm9,C2h,qm9_14466,0.03,15.0,0.0,15.0,0.0,1.9155431903635391,1.7060920152543144,37.09861462574466,36.86022045482314,0.9333333333333333
ours_wwv,qm9,C2h,qm9_14466,0.1,15.0,0.0,15.0,0.0,1.9663202417509422,2.6503288348987293,32.8984659253355,30.101688044530686,1.0
ours_wwv,qm9,C2h,qm9_21002,0.0,15.0,0.0,15.0,0.0,2.6339322837118137e-12,2.1975029641806936e-12,4.2200400981568646e-07,0.0,0.0
ours_wwv,qm9,C2h,qm9_21002,0.0001,15.0,0.0,15.0,0.0,1.2099308717138977,1.4064052159047928,53.909124423724386,59.55791782769463,1.0
ours_wwv,qm9,C2h,qm9_21002,0.001,15.0,0.0,15.0,0.0,1.298997625371493,1.2965197801060617,75.16655532119549,90.00002973127503,0.9333333333333333
ours_wwv,qm9,C2h,qm9_21002,0.003,15.0,0.0,15.0,0.0,1.305574991325119,1.2879769570366013,75.27928278574646,90.00028421874188,0.9333333333333333
ours_wwv,qm9,C2h,qm9_21002,0.01,15.0,0.0,15.0,0.0,1.3154362672361064,1.28713719233071,72.87570577524937,90.0010366031815,0.9333333333333333
ours_wwv,qm9,C2h,qm9_21002,0.03,15.0,0.0,15.0,0.0,1.3422098823652222,1.4673681873782272,73.37179451255015,90.0096500622294,1.0
ours_wwv,qm9,C2h,qm9_21002,0.1,15.0,0.0,15.0,0.0,1.4246411703673598,1.6153025945954091,75.22031656217256,90.08235228052384,1.0
ours_wwv,qm9,C2v,qm9_121038,0.0,15.0,0.0,15.0,0.0,3.304925301881847e-15,2.304074023725521e-15,8.02908316370958e-07,1.2074182697257333e-06,0.0
ours_wwv,qm9,C2v,qm9_121038,0.0001,15.0,0.0,15.0,0.0,0.0010332282753648364,0.001067585033899173,0.021970453777169014,0.02060928086936741,0.0
ours_wwv,qm9,C2v,qm9_121038,0.001,15.0,0.0,15.0,0.0,0.007564237992694673,0.007793408883590129,0.21035196130344694,0.1859061858946179,0.0
ours_wwv,qm9,C2v,qm9_121038,0.003,15.0,0.0,15.0,0.0,0.023356284536270935,0.02375329303811736,0.6433041025561668,0.5520886437258679,0.0
ours_wwv,qm9,C2v,qm9_121038,0.01,15.0,0.0,15.0,0.0,0.0793890531496344,0.08378241060092036,2.179173282704767,1.8568955282674038,0.0
ours_wwv,qm9,C2v,qm9_121038,0.03,15.0,0.0,15.0,0.0,0.24390067836030951,0.27112057782465326,6.7282988925065075,5.771293047639027,0.6
ours_wwv,qm9,C2v,qm9_121038,0.1,15.0,0.0,15.0,0.0,1.0277473001851918,1.032837827377142,23.50622779919898,21.524106896703987,0.8
ours_wwv,qm9,C2v,qm9_17799,0.0,15.0,0.0,15.0,0.0,1.2989696905609327e-15,1.3650134343980156e-15,0.0,0.0,0.0
ours_wwv,qm9,C2v,qm9_17799,0.0001,15.0,0.0,15.0,0.0,0.0005831176875414801,0.0005499871445792514,0.016667362462132504,0.014462466254268346,0.0
ours_wwv,qm9,C2v,qm9_17799,0.001,15.0,0.0,15.0,0.0,0.005355904783192708,0.004827821705382155,0.17623211561112567,0.16192429563096658,0.0
ours_wwv,qm9,C2v,qm9_17799,0.003,15.0,0.0,15.0,0.0,0.0163099267720116,0.014927927152423522,0.5393153620950933,0.486725656051299,0.0
ours_wwv,qm9,C2v,qm9_17799,0.01,15.0,0.0,15.0,0.0,0.05475066706648709,0.05138117247769776,1.8133353332923874,1.6565061517099589,0.0
ours_wwv,qm9,C2v,qm9_17799,0.03,15.0,0.0,15.0,0.0,0.16508960190860428,0.1488916404400385,5.479129815679531,4.903754400494447,0.4
ours_wwv,qm9,C2v,qm9_17799,0.1,15.0,0.0,15.0,0.0,0.5249764338872329,0.44426152429783217,17.50207991270178,14.099755501303331,0.9333333333333333
ours_wwv,qm9,C2v,qm9_3644,0.0,15.0,0.0,15.0,0.0,1.480309813067583e-15,1.4141575754262785e-15,3.5532014011202584e-07,0.0,0.0
ours_wwv,qm9,C2v,qm9_3644,0.0001,15.0,0.0,15.0,0.0,0.0018517938726194528,0.002257126642055127,0.03856503243044728,0.023489103298228464,0.0
ours_wwv,qm9,C2v,qm9_3644,0.001,15.0,0.0,15.0,0.0,0.010958669181989266,0.007130426384519327,0.4343487885083519,0.28775243699083597,0.0
ours_wwv,qm9,C2v,qm9_3644,0.003,15.0,0.0,15.0,0.0,0.03368170391917405,0.022508464707254656,1.3578689543538218,0.93152954437951,0.0
ours_wwv,qm9,C2v,qm9_3644,0.01,15.0,0.0,15.0,0.0,0.24824590005490396,0.09215129273258071,11.727844190241969,3.8170401468642545,0.4
ours_wwv,qm9,C2v,qm9_3644,0.03,15.0,0.0,15.0,0.0,0.6306070554557907,0.376599460860243,29.007315731067578,15.594458314608383,0.9333333333333333
ours_wwv,qm9,C2v,qm9_3644,0.1,15.0,0.0,15.0,0.0,1.3718373442016907,1.5432179821204188,48.75698229721324,39.56901363790756,1.0
ours_wwv,qm9,C2v,qm9_3652,0.0,15.0,0.0,15.0,0.0,7.411943981367665e-16,6.7959994718812e-16,0.0,0.0,0.0
ours_wwv,qm9,C2v,qm9_3652,0.0001,15.0,0.0,15.0,0.0,0.0006157222540098989,0.0005460391562264234,0.02583495598357851,0.020942868223905245,0.0
ours_wwv,qm9,C2v,qm9_3652,0.001,15.0,0.0,15.0,0.0,0.006589346440867909,0.005776807721989485,0.28076126152664604,0.21774171040692675,0.0
ours_wwv,qm9,C2v,qm9_3652,0.003,15.0,0.0,15.0,0.0,0.019849196372695423,0.017322959365185076,0.8457527118547818,0.6592457608405122,0.0
ours_wwv,qm9,C2v,qm9_3652,0.01,15.0,0.0,15.0,0.0,0.06608368970642747,0.05757105110556708,2.8166075262153716,2.139130938319367,0.13333333333333333
ours_wwv,qm9,C2v,qm9_3652,0.03,15.0,0.0,15.0,0.0,0.19686664425672432,0.1659380323868082,8.41783218788317,7.028037983861627,0.9333333333333333
ours_wwv,qm9,C2v,qm9_3652,0.1,15.0,0.0,15.0,0.0,0.99291015710303,0.5843871476229261,43.95579320975364,26.063563273148976,0.9333333333333333
ours_wwv,qm9,C2v,qm9_42123,0.0,15.0,0.0,15.0,0.0,2.6490139617072466e-15,2.400782485258755e-15,1.9433103748192807e-07,0.0,0.0
ours_wwv,qm9,C2v,qm9_42123,0.0001,15.0,0.0,15.0,0.0,0.00102009215348115,0.000829329439348993,0.040952319761845234,0.03526611240590829,0.0
ours_wwv,qm9,C2v,qm9_42123,0.001,15.0,0.0,15.0,0.0,0.007766204502284972,0.006056242143173691,0.2946415544992615,0.21531299878975926,0.0
ours_wwv,qm9,C2v,qm9_42123,0.003,15.0,0.0,15.0,0.0,0.028510143028017413,0.027266837369197064,1.1276982629964907,0.9697069451293695,0.0
ours_wwv,qm9,C2v,qm9_42123,0.01,15.0,0.0,15.0,0.0,0.17736632725126508,0.10586099908701053,7.842021809360606,3.6718983420513873,0.3333333333333333
ours_wwv,qm9,C2v,qm9_42123,0.03,15.0,0.0,15.0,0.0,0.5808891601632026,0.3224878517222542,24.952120122756053,12.187212670860632,0.8666666666666667
ours_wwv,qm9,C2v,qm9_42123,0.1,15.0,0.0,15.0,0.0,1.0908396718585345,1.1245936945916568,37.78949510665601,43.25970018107513,0.9333333333333333
ours_wwv,qm9,C2v,qm9_61059,0.0,15.0,0.0,15.0,0.0,5.488168918782685e-16,5.494171011358131e-16,5.752353440371997e-07,0.0,0.0
ours_wwv,qm9,C2v,qm9_61059,0.0001,15.0,0.0,15.0,0.0,0.0003937636351912115,0.0003756604860161466,0.010344249924645343,0.009210433734249499,0.0
ours_wwv,qm9,C2v,qm9_61059,0.001,15.0,0.0,15.0,0.0,0.0037350107873664697,0.003454805151336727,0.11119505867076233,0.1024706427458697,0.0
ours_wwv,qm9,C2v,qm9_61059,0.003,15.0,0.0,15.0,0.0,0.011345008161773574,0.010394039222977857,0.3397429548436104,0.30864061911310997,0.0
ours_wwv,qm9,C2v,qm9_61059,0.01,15.0,0.0,15.0,0.0,0.038055150853758456,0.03454224271516859,1.142173898445182,1.0433709843847427,0.0
ours_wwv,qm9,C2v,qm9_61059,0.03,15.0,0.0,15.0,0.0,0.11527532458358454,0.10230761532336462,3.4705723158872344,3.225802624929082,0.13333333333333333
ours_wwv,qm9,C2v,qm9_61059,0.1,15.0,0.0,15.0,0.0,0.7190297104162939,0.9354728343361133,11.641844467461546,9.678295641956822,0.9333333333333333
ours_wwv,qm9,C2v,qm9_66369,0.0,15.0,0.0,15.0,0.0,1.1119109740395455e-15,9.45455797126401e-16,8.106660847795426e-07,1.2074182697257333e-06,0.0
ours_wwv,qm9,C2v,qm9_66369,0.0001,15.0,0.0,15.0,0.0,0.0006194417490996604,0.0005330596982529663,0.01967650988986081,0.015792042482586338,0.0
ours_wwv,qm9,C2v,qm9_66369,0.001,15.0,0.0,15.0,0.0,0.00702577963877379,0.007145229037141147,0.25217115451419103,0.25504436993095114,0.0
ours_wwv,qm9,C2v,qm9_66369,0.003,15.0,0.0,15.0,0.0,0.02153137072693634,0.02182318678822296,0.7789317620345702,0.787971550297083,0.0
ours_wwv,qm9,C2v,qm9_66369,0.01,15.0,0.0,15.0,0.0,0.0731271665557263,0.07262244025337361,2.6586364359035994,2.729882499618721,0.06666666666666667
ours_wwv,qm9,C2v,qm9_66369,0.03,15.0,0.0,15.0,0.0,0.227595097648469,0.21216332180693614,8.344810489604962,8.031391802955218,0.6
ours_wwv,qm9,C2v,qm9_66369,0.1,15.0,0.0,15.0,0.0,0.7572219919231357,0.5969231159450163,22.361632999111933,20.026473320510828,1.0
ours_wwv,qm9,C2v,qm9_8300,0.0,15.0,0.0,15.0,0.0,5.7657878538594765e-15,4.836370801519795e-15,3.5532014011202584e-07,0.0,0.0
ours_wwv,qm9,C2v,qm9_8300,0.0001,15.0,0.0,15.0,0.0,0.002929420544369366,0.003070355390434213,0.1190803033624245,0.1255986509609873,0.0
ours_wwv,qm9,C2v,qm9_8300,0.001,15.0,0.0,15.0,0.0,0.03240057217173658,0.03120822880185203,1.320350354577686,1.2766380533803006,0.0
ours_wwv,qm9,C2v,qm9_8300,0.003,15.0,0.0,15.0,0.0,0.09730114222509749,0.09705754264211386,3.9670004319505145,3.9708960859648523,0.3333333333333333
ours_wwv,qm9,C2v,qm9_8300,0.01,15.0,0.0,15.0,0.0,0.3120389877310042,0.327920947029214,12.788517872828692,13.431430550356739,0.7333333333333333
ours_wwv,qm9,C2v,qm9_8300,0.03,15.0,0.0,15.0,0.0,0.7862422338652257,0.9177162279808303,27.369800302368628,34.715909522189754,0.8
ours_wwv,qm9,C2v,qm9_8300,0.1,15.0,0.0,15.0,0.0,1.1753055224982079,1.2813625696674162,39.568451604961915,31.627030467335494,1.0
ours_wwv,qm9,C3,qm9_108071,0.0,15.0,0.0,15.0,0.0,2.234581755700247e-15,2.2117822534335725e-15,6.301457289090028e-07,0.0,0.0
ours_wwv,qm9,C3,qm9_108071,0.0001,15.0,0.0,15.0,0.0,0.0012212252541711412,0.0008299121974464202,0.029050249330716427,0.024984956262317896,0.0
ours_wwv,qm9,C3,qm9_108071,0.001,15.0,0.0,15.0,0.0,0.00909155455143336,0.007237764130833084,0.26801468513902466,0.21318437484747296,0.0
ours_wwv,qm9,C3,qm9_108071,0.003,15.0,0.0,15.0,0.0,0.026508786204233616,0.021584925934492388,0.8019244032352864,0.635542420207954,0.0
ours_wwv,qm9,C3,qm9_108071,0.01,15.0,0.0,15.0,0.0,0.18135458176830752,0.073886164890236,2.789074688167612,2.2616949581256187,0.26666666666666666
ours_wwv,qm9,C3,qm9_108071,0.03,15.0,0.0,15.0,0.0,0.49464830354543626,0.6739806964247711,8.133577970405177,4.6540523486823915,0.4
ours_wwv,qm9,C3,qm9_108071,0.1,15.0,0.0,15.0,0.0,0.834431696625976,0.8024640038864154,16.020462637684055,15.654388484668484,0.9333333333333333
ours_wwv,qm9,Ci,qm9_5925,0.0,15.0,0.0,15.0,0.0,9.30170391343997e-12,8.523510383650926e-12,0.0,0.0,0.0
ours_wwv,qm9,Ci,qm9_5925,0.0001,15.0,0.0,15.0,0.0,1.4826990422055042,1.9315589298728402,24.83657392325805,25.437570815342923,0.9333333333333333
ours_wwv,qm9,Ci,qm9_5925,0.001,15.0,0.0,15.0,0.0,1.406484603256471,1.2474211743273749,28.983345580269123,31.88772200484351,0.9333333333333333
ours_wwv,qm9,Ci,qm9_5925,0.003,15.0,0.0,15.0,0.0,1.4091169762457867,1.2748093375426088,29.192952314025614,31.570008348332358,0.9333333333333333
ours_wwv,qm9,Ci,qm9_5925,0.01,15.0,0.0,15.0,0.0,1.404860993386833,1.283169762617838,26.20417434718261,27.718119508642005,0.8666666666666667
