slice_kind,slice,method,n_obs,mean_emd,median_emd,n_mol
rank,1,asun,200,3.792182459830037e-09,1.241763432820638e-09,
rank,1,pca_centered,200,3.976133675015072e-09,1.241763432820638e-09,
rank,1,pca_svd,200,0.9340519509360888,0.9472712296326548,
rank,1,pca_noop,200,2.0381785594583692,2.124551799428284,
rank,1,ours,200,3.751916533519626e-09,1.241763432820638e-09,
rank,2,asun,200,3.850707060111412e-09,2.9802322387695314e-09,
rank,2,pca_centered,200,0.014227190686097353,2.9802322387695314e-09,
rank,2,pca_svd,200,2.043509691600505,2.180502161222777,
rank,2,pca_noop,200,2.209664158477545,2.198894109119763,
rank,2,ours,200,3.731095944446166e-09,2.9802322387695314e-09,
rank,3,asun,499600,0.06633402865082405,8.222113479623748e-09,
rank,3,pca_centered,499600,0.7773597698043023,0.8961406015292004,
rank,3,pca_svd,499600,2.022768384402579,1.5830380827278625,
rank,3,pca_noop,499600,2.4196779743385557,2.1701823410933114,
rank,3,ours,499600,8.077459266574347e-09,7.82703794509882e-09,
pointgroup,C1,asun,309200,0.019266413872834655,7.947285970052083e-09,3092
pointgroup,C1,pca_centered,309200,0.8404252438710038,0.9404464279464176,3092
pointgroup,C1,pca_svd,309200,2.0387591250670116,1.6235070831710994,3092
pointgroup,C1,pca_noop,309200,2.38776895910635,2.1542315160229015,3092
pointgroup,C1,ours,309200,8.022080854651264e-09,7.789545721075432e-09,3092
pointgroup,Cs,asun,165200,0.1411458409276938,8.456599559457852e-09,1652
pointgroup,Cs,pca_centered,165200,0.6955459826757157,0.8171473807795846,1652
pointgroup,Cs,pca_svd,165200,1.9767795583008088,1.5042796817125341,1652
pointgroup,Cs,pca_noop,165200,2.456629987875428,2.1776434445373005,1652
pointgroup,Cs,ours,165200,8.271002862557092e-09,7.964935852057108e-09,1652
pointgroup,C2v,asun,12100,0.13244183987360647,4.323310763160908e-05,121
pointgroup,C2v,pca_centered,12100,0.5010923864443835,0.08807221981512114,121
pointgroup,C2v,pca_svd,12100,2.2356107236388243,1.6293053997910936,121
pointgroup,C2v,pca_noop,12100,2.6925316273764053,2.393119131009187,121
pointgroup,C2v,ours,12100,7.466995648594456e-09,7.26796380616319e-09,121
pointgroup,C2,asun,6200,0.09415437655336747,6.170281250793432e-05,62
pointgroup,C2,pca_centered,6200,0.5976419459809872,0.7481836847039802,62
pointgroup,C2,pca_svd,6200,2.09835528363986,1.6298961863163837,62
pointgroup,C2,pca_noop,6200,2.513320109762892,2.3313748967137142,62
pointgroup,C2,ours,6200,7.77358066222686e-09,7.573596936693614e-09,62
pointgroup,C3v,asun,2300,0.044119632392823384,9.854611830780861e-09,23
pointgroup,C3v,pca_centered,2300,0.8017225568952788,0.7797722108906778,23
pointgroup,C3v,pca_svd,2300,2.0358320076969387,1.5087733656234439,23
pointgroup,C3v,pca_noop,2300,2.3598173298915937,2.2329299789985297,23
pointgroup,C3v,ours,2300,7.294973713630347e-09,7.1141812455226524e-09,23
pointgroup,C2h,asun,1700,0.6162408129764944,0.5224931011251129,17
pointgroup,C2h,pca_centered,1700,0.3835467168329041,0.0012396689283578869,17
pointgroup,C2h,pca_svd,1700,1.913534382832176,1.442581186778074,17
pointgroup,C2h,pca_noop,1700,2.454971808939164,2.3248582453441102,17
pointgroup,C2h,ours,1700,7.595929408671116e-09,7.290790905008269e-09,17
pointgroup,D3h,asun,600,0.17446083467512727,0.0001271690542997931,6
pointgroup,D3h,pca_centered,600,0.48003779293034216,0.5063771673430553,6
pointgroup,D3h,pca_svd,600,1.7817797458204314,1.372049446892734,6
pointgroup,D3h,pca_noop,600,2.155428811433013,2.141776441767023,6
pointgroup,D3h,ours,600,6.811459847241094e-09,6.7055225372314455e-09,6
pointgroup,Dinfh,asun,500,0.000323474634961013,7.024474751815672e-09,5
pointgroup,Dinfh,pca_centered,500,0.0009851537580027228,7.024474751815672e-09,5
pointgroup,Dinfh,pca_svd,500,1.5274896226017054,1.1830915300247296,5
pointgroup,Dinfh,pca_noop,500,2.307612253690383,2.178689006814555,5
pointgroup,Dinfh,ours,500,2.90408561777547e-09,1.241763432820638e-09,5
pointgroup,Cinfv,asun,500,0.0002528802799666298,1.6858739404357616e-08,5
pointgroup,Cinfv,pca_centered,500,0.3188491296677247,0.03791496846493143,5
pointgroup,Cinfv,pca_svd,500,1.757967314272047,1.7786416605236992,5
pointgroup,Cinfv,pca_noop,500,2.6904175201697735,2.681472769397281,5
pointgroup,Cinfv,ours,500,8.011841680094119e-09,6.146728992462159e-09,5
pointgroup,D2d,asun,400,0.22139802880948778,0.0002831790298523898,4
pointgroup,D2d,pca_centered,400,0.4877156584913648,0.644362848964442,4
pointgroup,D2d,pca_svd,400,1.9114576687311844,1.5263690920713386,4
pointgroup,D2d,pca_noop,400,2.0218460865499215,1.9926536840889955,4
pointgroup,D2d,ours,400,7.942517936463116e-09,8.016371377570437e-09,4
pointgroup,Td,asun,300,0.0004045335503312829,5.733451685448075e-05,3
pointgroup,Td,pca_centered,300,0.7476296796442209,0.7952154883547603,3
pointgroup,Td,pca_svd,300,1.7123773187069682,1.2813988418651134,3
pointgroup,Td,pca_noop,300,1.9748601463294062,1.7402602120564294,3
pointgroup,Td,ours,300,4.727932233648583e-09,4.223526666290884e-09,3
pointgroup,D3d,asun,300,0.6186607614522845,0.7643627814540599,3
pointgroup,D3d,pca_centered,300,0.4341638933741535,0.41764291859938474,3
pointgroup,D3d,pca_svd,300,1.9999960142897435,1.3444289540433214,3
pointgroup,D3d,pca_noop,300,2.5681525139020653,2.3451890793676,3
pointgroup,D3d,ours,300,7.537014287067524e-09,7.024474751815672e-09,3
pointgroup,D2h,asun,200,0.15310264775573867,9.284113658351216e-05,2
pointgroup,D2h,pca_centered,200,7.378209499606338e-05,8.090147547566992e-05,2
pointgroup,D2h,pca_svd,200,2.3719710108495873,3.074835375962751,2
pointgroup,D2h,pca_noop,200,2.719129359521976,2.7373547785900127,2
pointgroup,D2h,ours,200,6.172163637626801e-09,5.960464477539063e-09,2
pointgroup,C3,asun,200,0.2762512562134907,1.4924769997707726e-08,2
pointgroup,C3,pca_centered,200,0.8675918231388163,0.8983752071266504,2
pointgroup,C3,pca_svd,200,1.920801636473458,1.9653214523853877,2
pointgroup,C3,pca_noop,200,2.0094193330862833,1.9428227453365938,2
pointgroup,C3,ours,200,8.941278703972437e-09,8.993646362323668e-09,2
pointgroup,D6h,asun,100,9.569296653360602e-05,0.00011669445887317465,1
pointgroup,D6h,pca_centered,100,0.27990614610756054,0.5088858340038567,1
pointgroup,D6h,pca_svd,100,2.4207234292114546,3.2906363179584046,1
pointgroup,D6h,pca_noop,100,2.7213351691152177,2.7730946802814644,1
pointgroup,D6h,ours,100,6.8250095641126985e-09,6.2088171641031896e-09,1
pointgroup,Ci,asun,100,0.6548329267066373,0.8897615807145385,1
pointgroup,Ci,pca_centered,100,0.6198342075341942,0.8247146859564831,1
pointgroup,Ci,pca_svd,100,3.8645080533236564,5.723743408852539,1
pointgroup,Ci,pca_noop,100,4.298596736272886,4.619563907031722,1
pointgroup,Ci,ours,100,1.0846975595677697e-08,1.1038143555976464e-08,1
pointgroup,C3h,asun,100,0.0001757003144066945,0.0002274229201555562,1
pointgroup,C3h,pca_centered,100,0.8244414050098698,1.181143505745923,1
pointgroup,C3h,pca_svd,100,1.4900902986838676,1.4104664965572176,1
pointgroup,C3h,pca_noop,100,2.1238172915411244,2.1464298887167543,1
pointgroup,C3h,ours,100,7.685942612667226e-09,7.827037945098822e-09,1
