slice_kind,slice,method,n_obs,mean_emd,median_emd,n_mol
rank,1,asun,20,5.289661356117161e-09,6.20881716410319e-10,
rank,1,pca_centered,20,3.968159869650466e-09,1.241763432820638e-09,
rank,1,pca_svd,20,0.694915962989098,0.6909989843847013,
rank,1,pca_noop,20,1.8521108770644763,1.9937676083862832,
rank,1,ours,20,3.017359707904772e-09,1.241763432820638e-09,
rank,2,asun,20,3.1890473909425504e-09,2.4214386940002442e-09,
rank,2,pca_centered,20,0.014591990179728037,4.217426408777191e-09,
rank,2,pca_svd,20,2.113387018420956,2.1686759742712427,
rank,2,pca_noop,20,2.209683404304844,2.2386880428161646,
rank,2,ours,20,3.799702029044119e-09,2.9802322387695314e-09,
rank,3,asun,1308270,0.0405153284182028,8.85336765637823e-09,
rank,3,pca_centered,1308270,0.8892011365317873,1.00105515268472,
rank,3,pca_svd,1308270,2.343357525054361,1.7244870040106228,
rank,3,pca_noop,1308270,2.724519834015803,2.4420232691512984,
rank,3,ours,1308270,8.804827806091513e-09,8.599812040222068e-09,
pointgroup,C1,asun,1119020,0.019977876526327487,8.770254378265332e-09,111902
pointgroup,C1,pca_centered,1119020,0.9150575075443492,1.0174954659495619,111902
pointgroup,C1,pca_svd,1119020,2.351602566977669,1.7404102154474295,111902
pointgroup,C1,pca_noop,1119020,2.7079824262255,2.4358861051556793,111902
pointgroup,C1,ours,1119020,8.805464697656575e-09,8.607879920973709e-09,111902
pointgroup,Cs,asun,178080,0.16091974896062136,9.414482480159988e-09,17808
pointgroup,Cs,pca_centered,178080,0.745126785105333,0.878866475259838,17808
pointgroup,Cs,pca_svd,178080,2.2869242320128595,1.6254897532325774,17808
pointgroup,Cs,pca_noop,178080,2.8197806074650575,2.478805448177492,17808
pointgroup,Cs,ours,178080,8.82708647351695e-09,8.539222144514132e-09,17808
pointgroup,C2,asun,4700,0.17764608438767227,0.00010391395711248477,470
pointgroup,C2,pca_centered,4700,0.6771013541804836,0.8330464532589148,470
pointgroup,C2,pca_svd,4700,2.386135457890297,1.7200430505882296,470
pointgroup,C2,pca_noop,4700,2.7909878432455595,2.500708003566288,470
pointgroup,C2,ours,4700,8.326389647207708e-09,8.142111729817067e-09,470
pointgroup,C2v,asun,4420,0.12223730201280941,7.061764315746823e-05,442
pointgroup,C2v,pca_centered,4420,0.5004102009593855,0.006981445652298967,442
pointgroup,C2v,pca_svd,4420,2.480485441330964,1.6873011085380285,442
pointgroup,C2v,pca_noop,4420,2.9599229629974997,2.5414129012701836,442
pointgroup,C2v,ours,4420,8.445504136182644e-09,8.149715672105955e-09,442
pointgroup,C3v,asun,650,0.08120218665981764,1.206436419301736e-08,65
pointgroup,C3v,pca_centered,650,0.8592214798675036,0.8250474483121172,65
pointgroup,C3v,pca_svd,650,2.2361310376275236,1.5776130123646799,65
pointgroup,C3v,pca_noop,650,2.6267866801550097,2.385596581432827,65
pointgroup,C3v,ours,650,8.537329675111637e-09,8.212574775371689e-09,65
pointgroup,C2h,asun,490,0.5488085691096033,0.005734677767602659,49
pointgroup,C2h,pca_centered,490,0.3681075796981722,0.0012329749367885438,49
pointgroup,C2h,pca_svd,490,2.3792316143662995,1.6518842338245336,49
pointgroup,C2h,pca_noop,490,2.9825841027976705,2.6263755359398955,49
pointgroup,C2h,ours,490,8.774622272657554e-09,8.334794144177133e-09,49
pointgroup,D3h,asun,160,0.19007700171364683,0.00025355127584443017,16
pointgroup,D3h,pca_centered,160,0.5216836210532185,0.46687001534890826,16
pointgroup,D3h,pca_svd,160,2.49291483823944,1.7270134148375842,16
pointgroup,D3h,pca_noop,160,2.823332938538516,2.541758229924767,16
pointgroup,D3h,ours,160,7.400146801695721e-09,7.689037697611126e-09,16
pointgroup,Ci,asun,150,0.8139523607778126,0.9689579747986405,15
pointgroup,Ci,pca_centered,150,0.7238603208588006,0.8247146859564839,15
pointgroup,Ci,pca_svd,150,2.9021498883487507,1.8914533316545754,15
pointgroup,Ci,pca_noop,150,3.266787373759897,2.9874366572099307,15
pointgroup,Ci,ours,150,9.675106177044198e-09,9.852116929885468e-09,15
pointgroup,D2d,asun,110,0.4099982796869705,0.0013382291030549563,11
pointgroup,D2d,pca_centered,110,0.5288341249455659,0.603872016644011,11
pointgroup,D2d,pca_svd,110,2.128478195161163,1.8043192265442611,11
pointgroup,D2d,pca_noop,110,2.342704516034063,2.3296340532806092,11
pointgroup,D2d,ours,110,7.615697822222587e-09,7.3654637363226445e-09,11
pointgroup,C3,asun,110,0.40172279514606524,0.0029115795991485147,11
pointgroup,C3,pca_centered,110,0.978233318912997,1.0227953904093154,11
pointgroup,C3,pca_svd,110,2.5983537248099506,1.9762441513595967,11
pointgroup,C3,pca_noop,110,2.7997078253969083,2.5552018428836387,11
pointgroup,C3,ours,110,7.916147813377198e-09,7.881450871031989e-09,11
pointgroup,Dinfh,asun,80,0.04355069683489876,1.5805068191585264e-08,8
pointgroup,Dinfh,pca_centered,80,0.03456556051466786,5.144164714819164e-05,8
pointgroup,Dinfh,pca_svd,80,2.0726792505380813,1.192206277952656,8
pointgroup,Dinfh,pca_noop,80,3.1047285899975163,2.572875551836102,8
pointgroup,Dinfh,ours,80,6.672071311764617e-09,5.268356063861754e-09,8
pointgroup,Cinfv,asun,80,0.00015354738715515724,1.1683566565357472e-08,8
pointgroup,Cinfv,pca_centered,80,0.4051515142785399,0.07698250617867813,8
pointgroup,Cinfv,pca_svd,80,2.2815956632947816,2.0778896196118777,8
pointgroup,Cinfv,pca_noop,80,3.3582288818873067,3.4359146433123224,8
pointgroup,Cinfv,ours,80,8.533542320972083e-09,8.479291107190388e-09,8
pointgroup,D2h,asun,60,0.16279850473312635,9.284113885400149e-05,6
pointgroup,D2h,pca_centered,60,0.00011319108040385058,9.42791899676334e-05,6
pointgroup,D2h,pca_svd,60,2.183810876730095,1.5082875987424298,6
pointgroup,D2h,pca_noop,60,2.645627567967439,2.3562531369038413,6
pointgroup,D2h,ours,60,6.122285243031579e-09,6.050855177312824e-09,6
pointgroup,Td,asun,50,0.00032260714732745924,0.00010971685127778054,5
pointgroup,Td,pca_centered,50,1.008656208030103,1.0280722323916787,5
pointgroup,Td,pca_svd,50,2.204285112783407,1.4659972457483263,5
pointgroup,Td,pca_noop,50,2.238922388361413,2.3379300956390914,5
pointgroup,Td,ours,50,6.4073736679100765e-09,4.971152879213046e-09,5
pointgroup,D3d,asun,40,0.46549858915534087,0.31962246906240144,4
pointgroup,D3d,pca_centered,40,0.36421174728795236,0.3415801030831134,4
pointgroup,D3d,pca_svd,40,2.0711478150320692,1.19741648900184,4
pointgroup,D3d,pca_noop,40,2.691650571009111,2.707460064621067,4
pointgroup,D3d,ours,40,5.977724690188164e-09,5.238436917246577e-09,4
pointgroup,C3h,asun,40,0.054813597619572205,0.0016755324667808318,4
pointgroup,C3h,pca_centered,40,0.5608949637865089,0.5742766846078426,4
pointgroup,C3h,pca_svd,40,1.645504100629116,1.3505766222789632,4
pointgroup,C3h,pca_noop,40,2.402913090684469,2.4962726832577156,4
pointgroup,C3h,ours,40,1.0330815766283325e-08,1.0175258541320161e-08,4
pointgroup,D3,asun,20,0.5781399387596757,0.440251373972812,2
pointgroup,D3,pca_centered,20,0.7457176656555009,0.8341465086112355,2
pointgroup,D3,pca_svd,20,2.405791667706037,1.7454065212271825,2
pointgroup,D3,pca_noop,20,2.6111168295635423,2.1608954205158977,2
pointgroup,D3,ours,20,1.1161939461666066e-08,1.0532034901353869e-08,2
pointgroup,D6h,asun,10,7.71566677612112e-05,8.898583250227217e-05,1
pointgroup,D6h,pca_centered,10,0.15269247442151213,6.013195144615856e-05,1
pointgroup,D6h,pca_svd,10,2.000006401306917,1.0840952491485665,1
pointgroup,D6h,pca_noop,10,2.7488383095306914,2.629296045410663,1
pointgroup,D6h,ours,10,7.943630559801699e-09,7.344054135646789e-09,1
pointgroup,C4,asun,10,0.26875075465837855,0.00020496592427472667,1
pointgroup,C4,pca_centered,10,0.28535630978517074,0.00019288822872485823,1
pointgroup,C4,pca_svd,10,1.8786015093424147,1.7333351195337818,1
pointgroup,C4,pca_noop,10,1.8318126720438772,1.946478531772205,1
pointgroup,C4,ours,10,6.513774906932774e-09,6.82512961770053e-09,1
pointgroup,D2,asun,10,0.0959235198913417,0.00011804232248244714,1
pointgroup,D2,pca_centered,10,0.6249523806533569,0.8927489399408073,1
pointgroup,D2,pca_svd,10,1.8142735721952412,1.3745957761860401,1
pointgroup,D2,pca_noop,10,2.519512196986115,2.5791791592634166,1
pointgroup,D2,ours,10,8.387684948889952e-09,8.880657987606467e-09,1
pointgroup,Oh,asun,10,0.00014892224048041058,0.00017210765141330035,1
pointgroup,Oh,pca_centered,10,0.9237095203988968,1.0774103380029807,1
pointgroup,Oh,pca_svd,10,3.0744300711071957,3.2938119555785867,1
pointgroup,Oh,pca_noop,10,2.735367627066091,2.6319540683784313,1
pointgroup,Oh,ours,10,6.8461392933215376e-09,6.9050244636583095e-09,1
pointgroup,S4,asun,10,0.47341701596608543,0.6277055183943308,1
