slice_kind,slice,method,n_obs,mean_emd,median_emd,n_mol
pointgroup,C2v,pca_svd,1500,2.2324966189199125,1.592803039898475,150
pointgroup,C2v,pca_noop,1500,2.699401920794456,2.398311764842418,150
pointgroup,C2v,ours,1500,7.923379139502852e-09,7.680091484171384e-09,150
pointgroup,C2,asun,940,0.11796784770453189,0.0001295223192621175,94
pointgroup,C2,pca_centered,940,0.6461344721419736,0.7938511325762823,94
pointgroup,C2,pca_svd,940,2.102545660655501,1.6290973617271942,94
pointgroup,C2,pca_noop,940,2.531465574032383,2.314687369453363,94
pointgroup,C2,ours,940,7.994511358720482e-09,7.872324213630034e-09,94
pointgroup,C3v,asun,310,0.08763780163586389,0.0003502524424215224,31
pointgroup,C3v,pca_centered,310,0.8717536464443616,0.8546169309743814,31
pointgroup,C3v,pca_svd,310,1.8361028641375066,1.4290491735233979,31
pointgroup,C3v,pca_noop,310,2.406618826786855,2.169382912927042,31
pointgroup,C3v,ours,310,8.186341671783577e-09,8.075804143518835e-09,31
pointgroup,C2h,asun,290,0.49803297823388304,0.0023527523626611447,29
pointgroup,C2h,pca_centered,290,0.32819815458863993,0.0003798870423755337,29
pointgroup,C2h,pca_svd,290,2.0570130223311236,1.5866464047462907,29
pointgroup,C2h,pca_noop,290,2.595105747453916,2.484063797566026,29
pointgroup,C2h,ours,290,8.715122423628715e-09,8.940696716308595e-09,29
pointgroup,D3h,asun,60,0.2326141071972658,0.0003819824791324565,6
pointgroup,D3h,pca_centered,60,0.5587301438021665,0.5662089587587755,6
pointgroup,D3h,pca_svd,60,1.7350186801054759,1.2407246249528066,6
pointgroup,D3h,pca_noop,60,2.1726454635623296,2.046021868589123,6
pointgroup,D3h,ours,60,6.6839631516674045e-09,6.773389474666337e-09,6
pointgroup,Dinfh,asun,50,0.00047289008324667654,1.9081915087993726e-07,5
pointgroup,Dinfh,pca_centered,50,0.0007674133038259849,3.596531011377616e-05,5
pointgroup,Dinfh,pca_svd,50,1.5500373759617405,1.196337267756462,5
pointgroup,Dinfh,pca_noop,50,2.2235064172447316,2.0387098694909858,5
pointgroup,Dinfh,ours,50,2.5789540534789373e-09,1.0865430037180581e-09,5
pointgroup,Cinfv,asun,50,0.02662720115884187,5.14510460405246e-05,5
pointgroup,Cinfv,pca_centered,50,0.2898119540990973,0.03791505564004183,5
pointgroup,Cinfv,pca_svd,50,1.973030279890928,2.085472632944584,5
pointgroup,Cinfv,pca_noop,50,2.5627570800703405,2.6230021737438536,5
pointgroup,Cinfv,ours,50,8.833435285490883e-09,6.085323641000258e-09,5
pointgroup,Ci,asun,50,1.0324754716847193,1.189775704025922,5
pointgroup,Ci,pca_centered,50,0.6902458333617841,0.7801919644226327,5
pointgroup,Ci,pca_svd,50,3.0064340813303403,3.0654328790577985,5
pointgroup,Ci,pca_noop,50,3.1733052910499966,2.870371154697052,5
pointgroup,Ci,ours,50,1.0273168111584892e-08,9.215315169464627e-09,5
pointgroup,D2d,asun,40,0.19266582966252918,0.0001567163222789605,4
pointgroup,D2d,pca_centered,40,0.5320017035065489,0.7854721980790297,4
pointgroup,D2d,pca_svd,40,1.8209106079418036,1.5118499297116483,4
pointgroup,D2d,pca_noop,40,1.9552719477082063,1.9047615192826832,4
pointgroup,D2d,ours,40,5.749636567052e-09,5.879241729018757e-09,4
pointgroup,Td,asun,30,0.0005060972939949298,5.3531112018019995e-05,3
pointgroup,Td,pca_centered,30,0.6894305400803409,0.7332041058296455,3
pointgroup,Td,pca_svd,30,1.4692384402775298,1.169499354502734,3
pointgroup,Td,pca_noop,30,1.963541381280006,1.6054043116530112,3
pointgroup,Td,ours,30,5.85581267798344e-09,5.960496633032617e-09,3
pointgroup,D3d,asun,30,0.569889934382206,0.7643600522239082,3
pointgroup,D3d,pca_centered,30,0.5025661551221909,0.507001670897201,3
pointgroup,D3d,pca_svd,30,2.1917313843275665,2.022037785500288,3
pointgroup,D3d,pca_noop,30,2.527859571349426,2.2866422564161586,3
pointgroup,D3d,ours,30,7.9877453546106e-09,7.902534095792632e-09,3
pointgroup,D2h,asun,30,0.13409175023888256,0.0006366297052459663,3
pointgroup,D2h,pca_centered,30,0.00017495300159175206,0.00017016522057626088,3
pointgroup,D2h,pca_svd,30,2.4388373289112417,2.8070257430275283,3
pointgroup,D2h,pca_noop,30,2.6721025874129154,2.596595257534677,3
pointgroup,D2h,ours,30,5.80057384425672e-09,5.177965364087994e-09,3
